Domain,Zone,Region,Branch Name,Branch Code,No_of_Samity,No_of_Members,No_of_Borrower,SEP_2025_ Month_Loan,Loan_Outstanding_Principal,Loan_Service_Charge,Total_Outstanding,Overdue_Principal,Overdue_Service_Charge,Total_Overdue,GS,SS,TSS,TDMB,Total_Savings_Balance
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,Bhurungamari,0237,159,2834,2254,12800000,80757248,10402923,91160171,10558328,1357214,11915542,26891354.3,4061677,12878200,9705000,53536231.3
OP Domain Natore,Puthia Zone,Charghat Region,Nandangachhi,0238,98,2655,2235,10315000,64077240,8997429,73074669,6835349,914454,7749803,27427452,2934287,4375600,10310000,45047339
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,Dariapur,0239,138,2921,2581,14389000,90110004,12317631,102427635,7276896,1014675,8291571,34277568,5251134,8229700,2900000,50658402
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,Ranigonj-1,0240,115,2319,1982,8898000,59461346,7358411,66819757,8952307,1144047,10096354,13014440.01,2596878,5221100,1720000,22552418.01
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,Pirgachha-2,0241,128,2218,1813,10945000,65645297,8833003,74478300,10079493,1357545,11437038,22922716,3398648,5873700,6820000,39015064
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,Chowdhurani,0242,108,1896,1513,10099000,63104409,8806255,71910664,7469769,1021219,8490988,17668050,2547475,8406700,3250000,31872225
OP Domain Natore,Chatmohor Zone,Bonpara Region,Bonpara-2,0243,67,1007,733,5875000,37557076,5219217,42776293,10314672,1407482,11722154,7829453,1043391,4035800,8650000,21558644
OP Domain Rangpur,Polashbari Zone,Polashbari Region,Komorpur,0244,132,2648,2040,10710000,68246838,8929778,77176615,10354956,1398428,11753384,18409829,3308744,6876300,4730000,33324873
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,Rayganj,0245,103,2158,1570,9766000,63533318,8262525,71795843,5601342,728037,6329379,33728131,4590664,8030600,6250000,52599395
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,Bhotmari,0246,136,2852,2416,13123000,80073387,10542276,90615663,10748154,1431076,12179230,28971913,4917054,6534600,6675000,47098567
OP Domain Dhaka,Dhaka South Zone,Ruhitpur Region,Keraniganj,0247,108,1976,1652,10230000,60789497,8390347,69179844,8100309,1050216,9150525,14233884,6249085,3049500,915000,24447469
